Nome,advisor,link_adv
Albert Shiryaev,Andrey Kolmogorov,https://en.wikipedia.org/wiki/Andrey_Kolmogorov
Abram Ioffe,Wilhelm Roentgen,https://en.wikipedia.org/wiki/Wilhelm_Roentgen
Henri Villat,Marcel Brillouin,https://en.wikipedia.org/wiki/Marcel_Brillouin
Henri Villat,Charles Émile Picard,https://en.wikipedia.org/wiki/Charles_%C3%89mile_Picard
Max Brückner,Felix Klein,https://en.wikipedia.org/wiki/Felix_Klein
Ludwig Mond,Hermann Kolbe,https://en.wikipedia.org/wiki/Hermann_Kolbe
Ludwig Mond,Robert Bunsen,https://en.wikipedia.org/wiki/Robert_Bunsen
Hanns-Peter Boehm,Ulrich Hofmann,https://en.wikipedia.org/wiki/Ulrich_Hofmann
Fritz Gassmann,George Pólya,https://en.wikipedia.org/wiki/George_P%C3%B3lya
Fritz Gassmann,Hermann Weyl,https://en.wikipedia.org/wiki/Hermann_Weyl
Luis Santaló,Wilhelm Blaschke,https://en.wikipedia.org/wiki/Wilhelm_Blaschke
Luis Santaló,Pedro Pineda,https://en.wikipedia.org/w/index.php?title=Pedro_Pineda_(mathematician)&action=edit&redlink=1
Ernst Peschl,Constantin Carathéodory,https://en.wikipedia.org/wiki/Constantin_Carath%C3%A9odory
Peter A. Carruthers,Hans Bethe,https://en.wikipedia.org/wiki/Hans_Bethe
Enno Dirksen,Johann Tobias Mayer,https://en.wikipedia.org/wiki/Johann_Tobias_Mayer
Enno Dirksen,Bernhard Friedrich Thibaut,https://en.wikipedia.org/wiki/Bernhard_Friedrich_Thibaut
Eduardo Engel,Persi Diaconis,https://en.wikipedia.org/wiki/Persi_Diaconis
Eduardo Engel,Roland Bénabou,https://en.wikipedia.org/wiki/Roland_B%C3%A9nabou
Alexey Lyapunov,Nikolai Luzin,https://en.wikipedia.org/wiki/Nikolai_Luzin
Alexey Lyapunov,Pyotr Novikov,https://en.wikipedia.org/wiki/Pyotr_Novikov
Robert Coleman Richardson,Horst Meyer,https://en.wikipedia.org/wiki/Horst_Meyer_(physicist)
Robert Fricke,Felix Klein,https://en.wikipedia.org/wiki/Felix_Klein
Umesh Vazirani,Manuel Blum,https://en.wikipedia.org/wiki/Manuel_Blum
Carl Stumpf,Hermann Lotze,https://en.wikipedia.org/wiki/Hermann_Lotze
Carl Stumpf,Franz Brentano,https://en.wikipedia.org/wiki/Franz_Brentano
Jim Simons (mathematician),Bertram Kostant,https://en.wikipedia.org/wiki/Bertram_Kostant
Cosmas Zachos,John Henry Schwarz,https://en.wikipedia.org/wiki/John_Henry_Schwarz
Michael Nauenberg,Hans Bethe,https://en.wikipedia.org/wiki/Hans_Bethe
Guy L. Steele Jr.,Gerald Sussman,https://en.wikipedia.org/wiki/Gerald_Sussman
Adolph Göpel,Enno Dirksen,https://en.wikipedia.org/wiki/Enno_Dirksen
Edmund M. Clarke,Robert Lee Constable,https://en.wikipedia.org/wiki/Robert_Lee_Constable
J. J. Sakurai,Hans Bethe,https://en.wikipedia.org/wiki/Hans_Bethe
Georges Lemaître,Charles Jean de la Vallée-Poussin,https://en.wikipedia.org/wiki/Charles_Jean_de_la_Vall%C3%A9e-Poussin
Georges Lemaître,Arthur Eddington,https://en.wikipedia.org/wiki/Arthur_Eddington
Georges Lemaître,Harlow Shapley,https://en.wikipedia.org/wiki/Harlow_Shapley
Richard Bruce Paris,Leon Mestel,https://en.wikipedia.org/wiki/Leon_Mestel
J. A. Ratcliffe,Edward Appleton,https://en.wikipedia.org/wiki/Edward_Victor_Appleton
Max Perutz,John Desmond Bernal,https://en.wikipedia.org/wiki/John_Desmond_Bernal
Leo Sario,Rolf Nevanlinna,https://en.wikipedia.org/wiki/Rolf_Nevanlinna
Berthold K.P. Horn,Marvin Minsky,https://en.wikipedia.org/wiki/Marvin_Minsky
Saul Teukolsky,Kip Thorne,https://en.wikipedia.org/wiki/Kip_Thorne
Sisir Kumar Mitra,C.V. Raman,https://en.wikipedia.org/wiki/C.V._Raman
Sisir Kumar Mitra,Charles Fabry,https://en.wikipedia.org/wiki/Charles_Fabry
Sisir Kumar Mitra,Jagadish Chandra Bose,https://en.wikipedia.org/wiki/Jagadish_Chandra_Bose
Sisir Kumar Mitra,Marie Curie,https://en.wikipedia.org/wiki/Marie_Curie
Sisir Kumar Mitra,Camille Gutton,https://en.wikipedia.orghttps://fr.wikipedia.org/wiki/Camille_Gutton
Athanasios Papoulis,John Robert Kline,https://en.wikipedia.org/wiki/John_Robert_Kline
Johann Jakob Müller,Adolf Fick,https://en.wikipedia.org/wiki/Adolf_Fick
Phillip Griffiths,Donald C. Spencer,https://en.wikipedia.org/wiki/Donald_C._Spencer
Kip Thorne,John Archibald Wheeler,https://en.wikipedia.org/wiki/John_Archibald_Wheeler
John Cockcroft,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Muhammad Suhail Zubairy,Emil Wolf,https://en.wikipedia.org/wiki/Emil_Wolf
David Mumford,Oscar Zariski,https://en.wikipedia.org/wiki/Oscar_Zariski
Oskar Piloty,Hermann Emil Fischer,https://en.wikipedia.org/wiki/Hermann_Emil_Fischer
Henry Baker (computer scientist),Carl Hewitt,https://en.wikipedia.org/wiki/Carl_Hewitt
Robert Geroch,John Archibald Wheeler,https://en.wikipedia.org/wiki/John_Archibald_Wheeler
Hiroshi Yoshikawa,James Tobin,https://en.wikipedia.org/wiki/James_Tobin
Ramamurti Rajaraman,Hans Bethe,https://en.wikipedia.org/wiki/Hans_Bethe
David A. McAllester,Gerald Sussman,https://en.wikipedia.org/wiki/Gerald_Sussman
Fritz Haber,Carl Theodore Liebermann,https://en.wikipedia.org/wiki/Carl_Theodore_Liebermann
Fritz Haber,citation needed,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed
Rudolf Virchow,Johannes Peter Müller,https://en.wikipedia.org/wiki/Johannes_Peter_M%C3%BCller
Rudolf Virchow,Robert Froriep,https://en.wikipedia.org/wiki/Robert_Froriep
Steven G. Krantz,Elias M. Stein,https://en.wikipedia.org/wiki/Elias_M._Stein
Steven G. Krantz,Joseph J. Kohn,https://en.wikipedia.org/wiki/Joseph_J._Kohn
Charles B. Morrey Jr.,George Birkhoff,https://en.wikipedia.org/wiki/George_Birkhoff
Rose Whelan Sedgewick,Jacob David Tamarkin,https://en.wikipedia.org/wiki/Jacob_David_Tamarkin
Hermann Schwarz,Karl Weierstrass,https://en.wikipedia.org/wiki/Karl_Weierstrass
Hermann Schwarz,Ernst Kummer,https://en.wikipedia.org/wiki/Ernst_Kummer
Heinrich Hertz,Hermann von Helmholtz,https://en.wikipedia.org/wiki/Hermann_von_Helmholtz
Shafi Goldwasser,Manuel Blum,https://en.wikipedia.org/wiki/Manuel_Blum
Max Planck,Alexander von Brill,https://en.wikipedia.org/wiki/Alexander_von_Brill
Max Planck,Gustav Kirchhoff,https://en.wikipedia.org/wiki/Gustav_Kirchhoff
Max Planck,Hermann von Helmholtz,https://en.wikipedia.org/wiki/Hermann_von_Helmholtz
Richard Feynman,John Archibald Wheeler,https://en.wikipedia.org/wiki/John_Archibald_Wheeler
Wilhelm Schur,Wilhelm Klinkerfues,https://en.wikipedia.org/wiki/Wilhelm_Klinkerfues
Charles W. Misner,John Wheeler,https://en.wikipedia.org/wiki/John_Archibald_Wheeler
Charles W. Misner,Arnold Ross,https://en.wikipedia.org/wiki/Arnold_Ross
S. R. Srinivasa Varadhan,C R Rao,https://en.wikipedia.org/wiki/C_R_Rao
George E. P. Box,Egon Pearson,https://en.wikipedia.org/wiki/Egon_Pearson
George E. P. Box,H. O. Hartley,https://en.wikipedia.org/wiki/Herman_Otto_Hartley
Dominic Joyce,Simon Donaldson,https://en.wikipedia.org/wiki/Simon_Donaldson
Chris Hull,Gary Gibbons,https://en.wikipedia.org/wiki/Gary_Gibbons
Eduard Heine,Enno Dirksen,https://en.wikipedia.org/wiki/Enno_Dirksen
Eduard Heine,Martin Ohm,https://en.wikipedia.org/wiki/Martin_Ohm
Warren Teitelman,Marvin Minsky,https://en.wikipedia.org/wiki/Marvin_Minsky
Hjalmar Mellin,Gösta Mittag-Leffler,https://en.wikipedia.org/wiki/G%C3%B6sta_Mittag-Leffler
James A. Robinson,Truman Bewley,https://en.wikipedia.org/wiki/Truman_Bewley
Friedrich Julius Richelot,Carl Gustav Jacob Jacobi,https://en.wikipedia.org/wiki/Carl_Gustav_Jacob_Jacobi
Johann Schweigger,Georg Friedrich Hildebrandt,https://en.wikipedia.org/wiki/Georg_Friedrich_Hildebrandt
Johann Schweigger,Karl Christian von Langsdorf,https://en.wikipedia.org/wiki/Karl_Christian_von_Langsdorf
Johann Schweigger,Johann Tobias Mayer,https://en.wikipedia.org/wiki/Johann_Tobias_Mayer
C. F. Powell,C. T. R. Wilson,https://en.wikipedia.org/wiki/Charles_Thomson_Rees_Wilson
C. F. Powell,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Rosa M. Morris,George Henry Livens,https://en.wikipedia.org/wiki/George_Henry_Livens
Rosa M. Morris,Geoffrey Ingram Taylor,https://en.wikipedia.org/wiki/Geoffrey_Ingram_Taylor
Pavel Alexandrov,Dmitri Egorov,https://en.wikipedia.org/wiki/Dmitri_Egorov
Pavel Alexandrov,Nikolai Luzin,https://en.wikipedia.org/wiki/Nikolai_Luzin
Edwin Spanier,Norman Steenrod,https://en.wikipedia.org/wiki/Norman_Steenrod
Peter Goodfellow (geneticist),Walter Bodmer,https://en.wikipedia.org/wiki/Walter_Bodmer
Nikolay Semyonov,Abram Ioffe,https://en.wikipedia.org/wiki/Abram_Ioffe
Gary Miller (computer scientist),Manuel Blum,https://en.wikipedia.org/wiki/Manuel_Blum
Emmett Keeler,Garrett Birkhoff,https://en.wikipedia.org/wiki/Garrett_Birkhoff
David Gabai,William Thurston,https://en.wikipedia.org/wiki/William_Thurston
Patrick Wayman,Edward Linfoot,https://en.wikipedia.org/wiki/Edward_Linfoot
Jean Leray,Henri Villat,https://en.wikipedia.org/wiki/Henri_Villat
Max Abraham,Max Planck,https://en.wikipedia.org/wiki/Max_Planck
Robert Andrews Millikan,Ogden Nicholas Rood,https://en.wikipedia.org/wiki/Ogden_Rood
Robert Andrews Millikan,Mihajlo Pupin,https://en.wikipedia.org/wiki/Mihajlo_Pupin
Robert Andrews Millikan,Albert A. Michelson,https://en.wikipedia.org/wiki/Albert_A._Michelson
Robert Andrews Millikan,Walther Nernst,https://en.wikipedia.org/wiki/Walther_Nernst
Hans Rademacher,Constantin Carathéodory,https://en.wikipedia.org/wiki/Constantin_Carath%C3%A9odory
Lev Schnirelmann,Nikolai Luzin,https://en.wikipedia.org/wiki/Nikolai_Luzin
Robert Alexander Rankin,G. H. Hardy,https://en.wikipedia.org/wiki/G._H._Hardy
Robert Alexander Rankin,Albert Ingham,https://en.wikipedia.org/wiki/Albert_Ingham
Joan Moschovakis,Stephen Kleene,https://en.wikipedia.org/wiki/Stephen_Kleene
Philip Burton Moon,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Philip Burton Moon,Sir Mark Oliphant,https://en.wikipedia.org/wiki/Mark_Oliphant
Carl Bergstrom,Marcus Feldman,https://en.wikipedia.org/wiki/Marcus_Feldman
Johan Håstad,Shafrira Goldwasser,https://en.wikipedia.org/wiki/Shafrira_Goldwasser
Lars Ahlfors,Ernst Lindelöf,https://en.wikipedia.org/wiki/Ernst_Lindel%C3%B6f
Lars Ahlfors,Rolf Nevanlinna,https://en.wikipedia.org/wiki/Rolf_Nevanlinna
Martin Harwit,William Allis,https://en.wikipedia.org/wiki/William_Allis
Shing-Tung Yau,Shiing-Shen Chern,https://en.wikipedia.org/wiki/Shiing-Shen_Chern
Sally Elizabeth Carlson,Dunham Jackson,https://en.wikipedia.org/wiki/Dunham_Jackson
Abdus Salam,Nicholas Kemmer,https://en.wikipedia.org/wiki/Nicholas_Kemmer
Abdus Salam,Paul Matthews,https://en.wikipedia.org/wiki/Paul_Taunton_Matthews
Oleg Lupanov,Sergey Vsevolodovich Yablonsky,https://en.wikipedia.org/wiki/Sergey_Vsevolodovich_Yablonsky
Harold Lewis,J. Robert Oppenheimer,https://en.wikipedia.org/wiki/J._Robert_Oppenheimer
Wenfei Fan,Peter Buneman,https://en.wikipedia.org/wiki/Peter_Buneman
Wilfrid Dixon,Samuel S. Wilks,https://en.wikipedia.org/wiki/Samuel_S._Wilks
Wanxiong Shi,Shing-Tung Yau,https://en.wikipedia.org/wiki/Shing-Tung_Yau
Armand Borel,Jean Leray,https://en.wikipedia.org/wiki/Jean_Leray
Sidney Drell,Sidney Dancoff,https://en.wikipedia.org/wiki/Sidney_Dancoff
Richard D. Field,J. David Jackson,https://en.wikipedia.org/wiki/J._David_Jackson
Marlan Scully,Willis Lamb,https://en.wikipedia.org/wiki/Willis_Lamb
Dorian M. Goldfeld,Patrick X. Gallagher,https://en.wikipedia.org/wiki/Patrick_X._Gallagher
Stephen Fienberg,Frederick Mosteller,https://en.wikipedia.org/wiki/Frederick_Mosteller
Hsiao-Wuen Hon,Raj Reddy,https://en.wikipedia.org/wiki/Raj_Reddy
Carl Auer von Welsbach,Robert Bunsen,https://en.wikipedia.org/wiki/Robert_Bunsen
René Maurice Fréchet,Jacques Hadamard,https://en.wikipedia.org/wiki/Jacques_Hadamard
Mikhail Lavrentyev,Nikolai Luzin,https://en.wikipedia.org/wiki/Nikolai_Luzin
Jonathan Shewchuk,Gary Miller,https://en.wikipedia.org/wiki/Gary_Miller_(professor)
Bernard Katz,Archibald Hill,https://en.wikipedia.org/wiki/Archibald_Hill
Sanjeev Arora,Umesh Vazirani,https://en.wikipedia.org/wiki/Umesh_Vazirani
Stephen Barr,Anthony Zee,https://en.wikipedia.org/wiki/Anthony_Zee
Arthur Byron Coble,Frank Morley,https://en.wikipedia.org/wiki/Frank_Morley
Philip W. Anderson,John Hasbrouck Van Vleck,https://en.wikipedia.org/wiki/John_Hasbrouck_Van_Vleck
John David Jackson (physicist),Victor Frederick Weisskopf,https://en.wikipedia.org/wiki/Victor_Frederick_Weisskopf
Felix Berezin,Israel Gelfand,https://en.wikipedia.org/wiki/Israel_Gelfand
Victor Goryunov,Vladimir Arnold,https://en.wikipedia.org/wiki/Vladimir_Arnold
Cyril Norman Hinshelwood,Harold Hartley,https://en.wikipedia.org/wiki/Harold_B._Hartley
Dudley R. Herschbach,Edgar Bright Wilson,https://en.wikipedia.org/wiki/Edgar_Bright_Wilson
Donald Edward Osterbrock,Subrahmanyan Chandrasekhar,https://en.wikipedia.org/wiki/Subrahmanyan_Chandrasekhar
Richard A. Isaacson,Charles W. Misner,https://en.wikipedia.org/wiki/Charles_W._Misner
Enrico Bompiani,Guido Castelnuovo,https://en.wikipedia.org/wiki/Guido_Castelnuovo
Enrico Bompiani,Francesco Gerbaldi,https://en.wikipedia.org/wiki/Francesco_Gerbaldi
Bryce DeWitt,Julian Schwinger,https://en.wikipedia.org/wiki/Julian_Schwinger
Alfred North Whitehead,Edward Routh,https://en.wikipedia.org/wiki/Edward_Routh
K. Eric Drexler,Marvin Minsky,https://en.wikipedia.org/wiki/Marvin_Minsky
Kurt Mahler,Carl Ludwig Siegel,https://en.wikipedia.org/wiki/Carl_Ludwig_Siegel
Erick Weinberg,Sidney Coleman,https://en.wikipedia.org/wiki/Sidney_Coleman
Yozo Matsushima,Kenjiro Shoda,https://en.wikipedia.org/wiki/Kenjiro_Shoda
Stanisław Zaremba (mathematician),Jean Gaston Darboux,https://en.wikipedia.org/wiki/Jean_Gaston_Darboux
Stanisław Zaremba (mathematician),Charles Émile Picard,https://en.wikipedia.org/wiki/Charles_%C3%89mile_Picard
Ralph Fox,Solomon Lefschetz,https://en.wikipedia.org/wiki/Solomon_Lefschetz
Scott Aaronson,Umesh Vazirani,https://en.wikipedia.org/wiki/Umesh_Vazirani
Tathagat Avatar Tulsi,Apoorva D. Patel,https://en.wikipedia.org/wiki/Apoorva_D._Patel
Allen Shields,Witold Hurewicz,https://en.wikipedia.org/wiki/Witold_Hurewicz
Daniel W. Stroock,Mark Kac,https://en.wikipedia.org/wiki/Mark_Kac
Alexander McAulay,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Lawrence J. Christiano,Thomas J. Sargent,https://en.wikipedia.org/wiki/Thomas_J._Sargent
Lawrence J. Christiano,John B. Taylor,https://en.wikipedia.org/wiki/John_B._Taylor
Roland Bénabou,Olivier Blanchard,https://en.wikipedia.org/wiki/Olivier_Blanchard
Roland Bénabou,Jean Tirole,https://en.wikipedia.org/wiki/Jean_Tirole
Ky Fan,Maurice René Fréchet,https://en.wikipedia.org/wiki/Maurice_Ren%C3%A9_Fr%C3%A9chet
Henri Cartan,Paul Montel,https://en.wikipedia.org/wiki/Paul_Montel
Jacob Bekenstein,John Wheeler,https://en.wikipedia.org/wiki/John_Archibald_Wheeler
Michael Foster (physiologist),Thomas Henry Huxley,https://en.wikipedia.org/wiki/Thomas_Henry_Huxley
Michael Foster (physiologist),William Sharpey,https://en.wikipedia.org/wiki/William_Sharpey
Leonid Libkin,Peter Buneman,https://en.wikipedia.org/wiki/Peter_Buneman
Joseph Keller,Richard Courant,https://en.wikipedia.org/wiki/Richard_Courant
Karl Theophil Fries,Theodor Zincke,https://en.wikipedia.org/wiki/Theodor_Zincke
David George Kendall,M. S. Bartlett,https://en.wikipedia.org/wiki/M._S._Bartlett
Terence Irwin,Gregory Vlastos,https://en.wikipedia.org/wiki/Gregory_Vlastos
Walter H. Schottky,Max Planck,https://en.wikipedia.org/wiki/Max_Planck
Walter H. Schottky,Heinrich Rubens,https://en.wikipedia.org/wiki/Heinrich_Rubens
Walter Abraham Jacobs,Hermann Emil Fischer,https://en.wikipedia.org/wiki/Hermann_Emil_Fischer
Adolf Eugen Fick,Franz Ludwig Fick,https://en.wikipedia.org/wiki/Franz_Ludwig_Fick
Katharine Way,John Wheeler,https://en.wikipedia.org/wiki/John_Archibald_Wheeler
Graeme Segal,Michael Atiyah,https://en.wikipedia.org/wiki/Michael_Atiyah
Nina Bari,Nikolai Luzin,https://en.wikipedia.org/wiki/Nikolai_Luzin
Georges Darmois,Édouard Goursat,https://en.wikipedia.org/wiki/%C3%89douard_Goursat
Bernard J. Matkowsky,Joseph Keller,https://en.wikipedia.org/wiki/Joseph_Keller
Brian Greene,Graham G. Ross,https://en.wikipedia.org/wiki/Graham_Ross_(physicist)
Brian Greene,James Binney,https://en.wikipedia.org/wiki/James_Binney
Nikolai Lobachevsky,J. C. M. Bartels,https://en.wikipedia.org/wiki/Johann_Christian_Martin_Bartels
Mark Trodden,Robert Brandenberger,https://en.wikipedia.org/wiki/Robert_Brandenberger
Shafi Goldwasser,Manuel Blum,https://en.wikipedia.org/wiki/Manuel_Blum
Radhika Nagpal,Gerald Jay Sussman,https://en.wikipedia.org/wiki/Gerald_Jay_Sussman
Lee Alvin DuBridge,Charles Mendenhall,https://en.wikipedia.org/wiki/Charles_Elwood_Mendenhall
William Duane (physicist),Walther Nernst,https://en.wikipedia.org/wiki/Walther_Nernst
Henry G. Booker,J. A. Ratcliffe,https://en.wikipedia.org/wiki/J._A._Ratcliffe
John Stewart Bell,Rudolph E. Peierls,https://en.wikipedia.org/wiki/Rudolph_E._Peierls
John Stewart Bell,Paul Taunton Matthews,https://en.wikipedia.org/wiki/Paul_Taunton_Matthews
Julius Edgar Lilienfeld,Max Planck,https://en.wikipedia.org/wiki/Max_Planck
Julius Edgar Lilienfeld,Emil Warburg,https://en.wikipedia.org/wiki/Emil_Warburg
Julius Edgar Lilienfeld,Jacobus Henricus van 't Hoff,https://en.wikipedia.org/wiki/Jacobus_Henricus_van_%27t_Hoff
Bernhard Neumann,Issai Schur,https://en.wikipedia.org/wiki/Issai_Schur
Bernhard Neumann,Philip Hall,https://en.wikipedia.org/wiki/Philip_Hall
Hyman Minsky,Joseph Schumpeter,https://en.wikipedia.org/wiki/Joseph_Schumpeter
Hyman Minsky,Wassily Leontief,https://en.wikipedia.org/wiki/Wassily_Leontief
Leonard Lerman,Linus Pauling,https://en.wikipedia.org/wiki/Linus_Pauling
Benjamin Kagan,Andrey Markov,https://en.wikipedia.org/wiki/Andrey_Markov
Benjamin Kagan,Konstantin Posse,https://en.wikipedia.org/wiki/Konstantin_Posse
Seymour Papert,Frank Smithies,https://en.wikipedia.org/wiki/Frank_Smithies
Mildred Allen (physicist),Arthur Gordon Webster,https://en.wikipedia.org/wiki/Arthur_Gordon_Webster
Edoardo Airoldi,Stephen E. Fienberg,https://en.wikipedia.org/wiki/Stephen_E._Fienberg
Peter Phillips (economist),Denis Sargan,https://en.wikipedia.org/wiki/Denis_Sargan
Peter Phillips (economist),Rex Bergstrom,https://en.wikipedia.org/wiki/Rex_Bergstrom
G. H. Hardy,A. E. H. Love,https://en.wikipedia.org/wiki/Augustus_Edward_Hough_Love
G. H. Hardy,E. T. Whittaker,https://en.wikipedia.org/wiki/E._T._Whittaker
Sam Edwards (physicist),Julian Schwinger,https://en.wikipedia.org/wiki/Julian_Schwinger
Karl Wilhelm Rosenmund,Otto Paul Hermann Diels,https://en.wikipedia.org/wiki/Otto_Paul_Hermann_Diels
John Henry Schwarz,Geoffrey Chew,https://en.wikipedia.org/wiki/Geoffrey_Chew
Daniel Dugué,Georges Darmois,https://en.wikipedia.org/wiki/Georges_Darmois
Hans Frauenfelder,Paul Scherrer,https://en.wikipedia.org/wiki/Paul_Scherrer
Hans Frauenfelder,Gregor Wentzel,https://en.wikipedia.org/wiki/Gregor_Wentzel
Hans Frauenfelder,Wolfgang Pauli,https://en.wikipedia.org/wiki/Wolfgang_Pauli
Albert Marden,Lars Ahlfors,https://en.wikipedia.org/wiki/Lars_Ahlfors
J. Barkley Rosser,Alonzo Church,https://en.wikipedia.org/wiki/Alonzo_Church
Frances Harshbarger,Arthur Byron Coble,https://en.wikipedia.org/wiki/Arthur_Byron_Coble
Giuseppe Veronese,Luigi Cremona,https://en.wikipedia.org/wiki/Luigi_Cremona
Đuro Kurepa,Maurice René Fréchet,https://en.wikipedia.org/wiki/Maurice_Ren%C3%A9_Fr%C3%A9chet
Mervin Kelly,Robert Andrews Millikan,https://en.wikipedia.org/wiki/Robert_Andrews_Millikan
Claude LeBrun,Roger Penrose,https://en.wikipedia.org/wiki/Roger_Penrose
Lipót Fejér,Hermann Schwarz,https://en.wikipedia.org/wiki/Hermann_Schwarz
Bernard d'Espagnat,Louis de Broglie,https://en.wikipedia.org/wiki/Louis_de_Broglie
Jean-Pierre Serre,Henri Cartan,https://en.wikipedia.org/wiki/Henri_Cartan
Aleksandr Kronrod,Nikolai Luzin,https://en.wikipedia.org/wiki/Nikolai_Luzin
Jeffrey Shallit,Manuel Blum,https://en.wikipedia.org/wiki/Manuel_Blum
Jeffrey Shallit,David M. Goldschmidt,https://en.wikipedia.org/wiki/David_M._Goldschmidt
Viktor Meyer,Robert Bunsen,https://en.wikipedia.org/wiki/Robert_Bunsen
Viktor Meyer,Emil Erlenmeyer,https://en.wikipedia.org/wiki/Emil_Erlenmeyer
Yiannis N. Moschovakis,Stephen Kleene,https://en.wikipedia.org/wiki/Stephen_Kleene
Dmitry Kramkov,Albert Shiryaev,https://en.wikipedia.org/wiki/Albert_Shiryaev
Hans Reichenbach,Paul Hensel,https://en.wikipedia.org/wiki/Paul_Hensel
Hans Reichenbach,Max Noether,https://en.wikipedia.org/wiki/Max_Noether
Hans Reichenbach,Max Born,https://en.wikipedia.org/wiki/Max_Born
Hans Reichenbach,Ernst Cassirer,https://en.wikipedia.org/wiki/Ernst_Cassirer
Hans Reichenbach,David Hilbert,https://en.wikipedia.org/wiki/David_Hilbert
