Nome,student,link_std
David Mumford,Avner Ash,https://en.wikipedia.org/wiki/Avner_Ash
David Mumford,Henri Gillet,https://en.wikipedia.org/wiki/Henri_Gillet
David Mumford,Tadao Oda,https://en.wikipedia.org/wiki/Tadao_Oda
David Mumford,Emma Previato,https://en.wikipedia.org/wiki/Emma_Previato
David Mumford,Malka Schaps,https://en.wikipedia.org/wiki/Malka_Schaps
David Mumford,Michael Stillman,https://en.wikipedia.org/wiki/Michael_Stillman
David Mumford,Jonathan Wahl,https://en.wikipedia.org/wiki/Jonathan_Wahl
David Mumford,Song-Chun Zhu,https://en.wikipedia.org/wiki/Song-Chun_Zhu
Oskar Piloty,Wilhelm Schlenk,https://en.wikipedia.org/wiki/Wilhelm_Schlenk
Robert Geroch,Abhay Ashtekar,https://en.wikipedia.org/wiki/Abhay_Ashtekar
Robert Geroch,Gary Horowitz,https://en.wikipedia.org/wiki/Gary_Horowitz
Robert Geroch,Basilis C. Xanthopoulos,https://en.wikipedia.org/wiki/Basilis_C._Xanthopoulos
Rudolf Virchow,Friedrich Daniel von Recklinghausen,https://en.wikipedia.org/wiki/Friedrich_Daniel_von_Recklinghausen
Rudolf Virchow,Walther Kruse,https://en.wikipedia.org/wiki/Walther_Kruse
Rudolf Virchow,Ernst Haeckel,https://en.wikipedia.org/wiki/Ernst_Haeckel
Rudolf Virchow,Edwin Klebs,https://en.wikipedia.org/wiki/Edwin_Klebs
Rudolf Virchow,Franz Boas,https://en.wikipedia.org/wiki/Franz_Boas
Rudolf Virchow,Adolph Kussmaul,https://en.wikipedia.org/wiki/Adolph_Kussmaul
Rudolf Virchow,Max Westenhöfer,https://en.wikipedia.org/wiki/Max_Westenh%C3%B6fer
Rudolf Virchow,William Osler,https://en.wikipedia.org/wiki/William_Osler
Rudolf Virchow,William H. Welch,https://en.wikipedia.org/wiki/William_H._Welch
Hermann Schwarz,Lipót Fejér,https://en.wikipedia.org/wiki/Lip%C3%B3t_Fej%C3%A9r
Hermann Schwarz,Harris Hancock,https://en.wikipedia.org/wiki/Harris_Hancock
Hermann Schwarz,Gerhard Hessenberg,https://en.wikipedia.org/wiki/Gerhard_Hessenberg
Hermann Schwarz,Paul Koebe,https://en.wikipedia.org/wiki/Paul_Koebe
Hermann Schwarz,Leon Lichtenstein,https://en.wikipedia.org/wiki/Leon_Lichtenstein
Hermann Schwarz,Heinrich Maschke,https://en.wikipedia.org/wiki/Heinrich_Maschke
Hermann Schwarz,Robert Remak,https://en.wikipedia.org/wiki/Robert_Remak_(mathematician)
Hermann Schwarz,Rudolf Rothe,https://en.wikipedia.org/wiki/Rudolf_Rothe
Hermann Schwarz,Theodor Vahlen,https://en.wikipedia.org/wiki/Theodor_Vahlen
Hermann Schwarz,Ernst Zermelo,https://en.wikipedia.org/wiki/Ernst_Zermelo
Heinrich Hertz,Vilhelm Bjerknes,https://en.wikipedia.org/wiki/Vilhelm_Bjerknes
Shafi Goldwasser,Elette Boyle,https://en.wikipedia.org/wiki/Elette_Boyle
Shafi Goldwasser,Johan Håstad,https://en.wikipedia.org/wiki/Johan_H%C3%A5stad
Shafi Goldwasser,Yael Tauman Kalai,https://en.wikipedia.org/wiki/Yael_Tauman_Kalai
Shafi Goldwasser,Tal Malkin,https://en.wikipedia.org/wiki/Tal_Malkin
Shafi Goldwasser,Amit Sahai,https://en.wikipedia.org/wiki/Amit_Sahai
Shafi Goldwasser,Salil Vadhan,https://en.wikipedia.org/wiki/Salil_Vadhan
Shafi Goldwasser,Vinod Vaikuntanathan,https://en.wikipedia.org/wiki/Vinod_Vaikuntanathan
William Allis,Martin Harwit,https://en.wikipedia.org/wiki/Martin_Harwit
Max Planck,Erich Kretschmann,https://en.wikipedia.org/wiki/Erich_Kretschmann
Max Planck,Gustav Ludwig Hertz,https://en.wikipedia.org/wiki/Gustav_Ludwig_Hertz
Max Planck,Julius Edgar Lilienfeld,https://en.wikipedia.org/wiki/Julius_Edgar_Lilienfeld
Max Planck,Max Abraham,https://en.wikipedia.org/wiki/Max_Abraham
Max Planck,Max von Laue,https://en.wikipedia.org/wiki/Max_von_Laue
Max Planck,Moritz Schlick,https://en.wikipedia.org/wiki/Moritz_Schlick
Max Planck,Walter Schottky,https://en.wikipedia.org/wiki/Walter_H._Schottky
Max Planck,Walther Bothe,https://en.wikipedia.org/wiki/Walther_Bothe
Max Planck,Walther Meissner,https://en.wikipedia.org/wiki/Walther_Meissner
Max Planck,Richard Becker,https://en.wikipedia.org/wiki/Richard_Becker_(physicist)
Max Planck,Wolfgang Köhler,https://en.wikipedia.org/wiki/Wolfgang_K%C3%B6hler
Max Planck,Lise Meitner,https://en.wikipedia.org/wiki/Lise_Meitner
Richard Feynman,James M. Bardeen,https://en.wikipedia.org/wiki/James_M._Bardeen
Richard Feynman,Laurie Mark Brown,https://en.wikipedia.org/wiki/Laurie_Brown_(physicist)
Richard Feynman,Thomas Curtright,https://en.wikipedia.org/wiki/Thomas_Curtright
Richard Feynman,Albert Hibbs,https://en.wikipedia.org/wiki/Albert_Hibbs
Richard Feynman,Giovanni Rossi Lomanitz,https://en.wikipedia.org/wiki/Giovanni_Rossi_Lomanitz
Richard Feynman,George Zweig,https://en.wikipedia.org/wiki/George_Zweig
Richard Feynman,Robert Barro,https://en.wikipedia.org/wiki/Robert_Barro
Richard Feynman,W. Daniel Hillis,https://en.wikipedia.org/wiki/W._Daniel_Hillis
Richard Feynman,Douglas D. Osheroff,https://en.wikipedia.org/wiki/Douglas_D._Osheroff
Richard Feynman,Paul Steinhardt,https://en.wikipedia.org/wiki/Paul_Steinhardt
Richard Feynman,Peter Shor,https://en.wikipedia.org/wiki/Peter_Shor
Richard Feynman,Stephen Wolfram,https://en.wikipedia.org/wiki/Stephen_Wolfram
Charles W. Misner,Carl H. Brans,https://en.wikipedia.org/wiki/Carl_H._Brans
Charles W. Misner,Richard A. Isaacson,https://en.wikipedia.org/wiki/Richard_A._Isaacson
Charles W. Misner,James A. Isenberg,https://en.wikipedia.org/wiki/James_A._Isenberg
Charles W. Misner,Richard Matzner,https://en.wikipedia.org/w/index.php?title=Richard_Matzner&action=edit&redlink=1
Charles W. Misner,Vincent Moncrief,https://en.wikipedia.org/wiki/Vincent_Moncrief
Charles W. Misner,C. V. Vishveshwara,https://en.wikipedia.org/wiki/C._V._Vishveshwara
S. R. Srinivasa Varadhan,Peter Friz,https://en.wikipedia.org/wiki/Peter_Friz
S. R. Srinivasa Varadhan,Jeremy Quastel,https://en.wikipedia.org/wiki/Jeremy_Quastel
George E. P. Box,John F. MacGregor,https://en.wikipedia.org/wiki/John_F._MacGregor
George E. P. Box,Greta M. Ljung,https://en.wikipedia.org/wiki/Greta_M._Ljung
Hjalmar Mellin,Ernst Leonard Lindelöf,https://en.wikipedia.org/wiki/Ernst_Leonard_Lindel%C3%B6f
Friedrich Julius Richelot,Carl Neumann,https://en.wikipedia.org/wiki/Carl_Neumann
Friedrich Julius Richelot,Heinrich Schröter,https://en.wikipedia.org/wiki/Heinrich_Schr%C3%B6ter
Johann Schweigger,Wilhelm Eduard Weber,https://en.wikipedia.org/wiki/Wilhelm_Eduard_Weber
Johann Schweigger,Franz Wilhelm Schweigger-Seidel,https://en.wikipedia.org/wiki/Franz_Wilhelm_Schweigger-Seidel
C. F. Powell,MGK Menon,https://en.wikipedia.org/wiki/MGK_Menon
C. F. Powell,Peter Fowler,https://en.wikipedia.org/wiki/Peter_Fowler_(physicist)
Rosa M. Morris,David Edmunds,https://en.wikipedia.org/wiki/David_Edmunds
Pavel Alexandrov,Aleksandr Kurosh,https://en.wikipedia.org/wiki/Aleksandr_Gennadievich_Kurosh
Pavel Alexandrov,Lev Pontryagin,https://en.wikipedia.org/wiki/Lev_Semenovich_Pontryagin
Pavel Alexandrov,Yu. M. Smirnov,https://en.wikipedia.org/wiki/Yuri_Mikhailovich_Smirnov
Pavel Alexandrov,Petru Soltan,https://en.wikipedia.org/wiki/Petru_Soltan
Pavel Alexandrov,Andrey Tikhonov,https://en.wikipedia.org/wiki/Andrey_Nikolayevich_Tychonoff
Pavel Alexandrov,Lev Tumarkin,https://en.wikipedia.org/wiki/Lev_Tumarkin
Edwin Spanier,Morris William Hirsch,https://en.wikipedia.org/wiki/Morris_William_Hirsch
Edwin Spanier,Elon Lages Lima,https://en.wikipedia.org/wiki/Elon_Lages_Lima
Nikolay Semyonov,David A. Frank-Kamenetskii,https://en.wikipedia.org/wiki/David_A._Frank-Kamenetskii
Gary Miller (computer scientist),Susan Landau,https://en.wikipedia.org/wiki/Susan_Landau
Gary Miller (computer scientist),F. Thomson Leighton,https://en.wikipedia.org/wiki/F._Thomson_Leighton
Gary Miller (computer scientist),Shang-Hua Teng,https://en.wikipedia.org/wiki/Shang-Hua_Teng
Gary Miller (computer scientist),Jonathan Shewchuk,https://en.wikipedia.org/wiki/Jonathan_Shewchuk
Frank Lauren Hitchcock,Claude Shannon,https://en.wikipedia.org/wiki/Claude_Shannon
Jean Leray,Armand Borel,https://en.wikipedia.org/wiki/Armand_Borel
Jean Leray,István Fáry,https://en.wikipedia.org/wiki/Istv%C3%A1n_F%C3%A1ry
Robert Andrews Millikan,Carl David Anderson,https://en.wikipedia.org/wiki/Carl_David_Anderson
Robert Andrews Millikan,Chung-Yao Chao,https://en.wikipedia.org/wiki/Chung-Yao_Chao
Robert Andrews Millikan,Robley D. Evans,https://en.wikipedia.org/wiki/Robley_D._Evans_(physicist)
Robert Andrews Millikan,Harvey Fletcher,https://en.wikipedia.org/wiki/Harvey_Fletcher
Robert Andrews Millikan,Wayne B. Hales,https://en.wikipedia.org/wiki/Wayne_B._Hales
Robert Andrews Millikan,Mervin Kelly,https://en.wikipedia.org/wiki/Mervin_Kelly
Robert Andrews Millikan,C. C. Lauritsen,https://en.wikipedia.org/wiki/Charles_Christian_Lauritsen
Robert Andrews Millikan,Leonard Benedict Loeb,https://en.wikipedia.org/wiki/Leonard_Benedict_Loeb
Robert Andrews Millikan,William Pickering,https://en.wikipedia.org/wiki/William_Hayward_Pickering
Robert Andrews Millikan,Ralph A. Sawyer,https://en.wikipedia.org/wiki/Ralph_A._Sawyer
Hans Rademacher,George Andrews,https://en.wikipedia.org/wiki/George_Andrews_(mathematician)
Hans Rademacher,Paul T. Bateman,https://en.wikipedia.org/wiki/Paul_T._Bateman
Hans Rademacher,Leila Bram,https://en.wikipedia.org/wiki/Leila_Bram
Hans Rademacher,Theodor Estermann,https://en.wikipedia.org/wiki/Theodor_Estermann
Hans Rademacher,Emil Grosswald,https://en.wikipedia.org/wiki/Emil_Grosswald
Robert Alexander Rankin,Michael P. Drazin,https://en.wikipedia.org/wiki/Michael_P._Drazin
Harold Jeffreys,Hermann Bondi,https://en.wikipedia.org/wiki/Hermann_Bondi
Harold Jeffreys,Sydney Goldstein,https://en.wikipedia.org/wiki/Sydney_Goldstein
Harold Jeffreys,Vasant Huzurbazar,https://en.wikipedia.org/wiki/V._S._Huzurbazar
Philip Burton Moon,Noor Muhammad Butt,https://en.wikipedia.org/wiki/Noor_Muhammad_Butt
Lars Ahlfors,Paul Garabedian,https://en.wikipedia.org/wiki/Paul_Garabedian
Lars Ahlfors,Dale Husemoller,https://en.wikipedia.org/wiki/Dale_Husemoller
Lars Ahlfors,James A. Jenkins,https://en.wikipedia.org/wiki/James_Allister_Jenkins
Lars Ahlfors,Albert Marden,https://en.wikipedia.org/wiki/Albert_Marden
Lars Ahlfors,Robert Osserman,https://en.wikipedia.org/wiki/Robert_Osserman
Lars Ahlfors,Henry Pollak,https://en.wikipedia.org/wiki/Henry_O._Pollak
Lars Ahlfors,Halsey Royden,https://en.wikipedia.org/wiki/Halsey_Royden
Lars Ahlfors,George Springer,https://en.wikipedia.org/wiki/George_Springer_(mathematician)
Shing-Tung Yau,Richard Schoen,https://en.wikipedia.org/wiki/Richard_Schoen
Shing-Tung Yau,Robert Bartnik,https://en.wikipedia.org/wiki/Robert_Bartnik
Shing-Tung Yau,Mark Stern,https://en.wikipedia.org/wiki/Mark_Stern
Shing-Tung Yau,Huai-Dong Cao,https://en.wikipedia.org/wiki/Huai-Dong_Cao
Shing-Tung Yau,Gang Tian,https://en.wikipedia.org/wiki/Gang_Tian
Shing-Tung Yau,Jun Li,https://en.wikipedia.org/wiki/Jun_Li_(mathematician)
Shing-Tung Yau,Wanxiong Shi,https://en.wikipedia.org/wiki/Wanxiong_Shi
Shing-Tung Yau,Lizhen Ji,https://en.wikipedia.org/wiki/Lizhen_Ji
Shing-Tung Yau,Kefeng Liu,https://en.wikipedia.org/wiki/Kefeng_Liu
Shing-Tung Yau,Mu-Tao Wang,https://en.wikipedia.org/wiki/Mu-Tao_Wang
Shing-Tung Yau,Chiu-Chu Melissa Liu,https://en.wikipedia.org/wiki/Chiu-Chu_Melissa_Liu
Sally Elizabeth Carlson,Margaret P. Martin,https://en.wikipedia.org/wiki/Margaret_P._Martin
Peter Shalen,Nathan Dunfield,https://en.wikipedia.org/wiki/Nathan_Dunfield
Abdus Salam,Qaisar Shafi,https://en.wikipedia.org/wiki/Qaisar_Shafi
Abdus Salam,Michael Duff,https://en.wikipedia.org/wiki/Michael_Duff_(physicist)
Abdus Salam,Daniel Afedzi Akyeampong,https://en.wikipedia.org/wiki/Daniel_Afedzi_Akyeampong
Abdus Salam,Ali Chamseddine,https://en.wikipedia.org/wiki/Ali_Chamseddine
Abdus Salam,Robert Delbourgo,https://en.wikipedia.org/wiki/Robert_Delbourgo
Abdus Salam,Walter Gilbert,https://en.wikipedia.org/wiki/Walter_Gilbert
Abdus Salam,John Moffat,https://en.wikipedia.org/wiki/John_Moffat_(physicist)
Abdus Salam,Yuval Ne'eman,https://en.wikipedia.org/wiki/Yuval_Ne%27eman
Abdus Salam,John Polkinghorne,https://en.wikipedia.org/wiki/John_Polkinghorne
Abdus Salam,Ray Streater,https://en.wikipedia.org/wiki/Ray_Streater
Abdus Salam,Masud Ahmad,https://en.wikipedia.org/wiki/Masud_Ahmad
Abdus Salam,Partha Ghose,https://en.wikipedia.org/wiki/Partha_Ghose
Abdus Salam,Kamaluddin Ahmed,https://en.wikipedia.org/wiki/Kamaluddin_Ahmed_(physicist)
Abdus Salam,John Taylor,https://en.wikipedia.org/wiki/John_Clayton_Taylor
Abdus Salam,Ghulam Murtaza,https://en.wikipedia.org/wiki/Ghulam_Murtaza_(physicist)
Abdus Salam,Christopher Isham,https://en.wikipedia.org/wiki/Christopher_Isham
Abdus Salam,Munir Ahmad Rashid,https://en.wikipedia.org/wiki/Munir_Ahmad_Rashid
Abdus Salam,Peter West,https://en.wikipedia.org/wiki/Peter_West_(physicist)
Abdus Salam,Jonathan Ashmore,https://en.wikipedia.org/wiki/Jonathan_Ashmore
Abdus Salam,Faheem Hussain,https://en.wikipedia.org/wiki/Faheem_Hussain
Abdus Salam,Pervez Hoodbhoy,https://en.wikipedia.org/wiki/Pervez_Hoodbhoy
Abdus Salam,Abdul Hameed Nayyar,https://en.wikipedia.org/wiki/Abdul_Hameed_Nayyar
Abdus Salam,Ghulam Dastagir Alam,https://en.wikipedia.org/wiki/Ghulam_Dastagir_Alam
Oleg Lupanov,Bella Subbotovskaya,https://en.wikipedia.org/wiki/Bella_Subbotovskaya
László Tisza,Martin J. Klein,https://en.wikipedia.org/wiki/Martin_J._Klein
László Tisza,Herbert Callen,https://en.wikipedia.org/wiki/Herbert_Callen
Wilfrid Dixon,Paula Diehr,https://en.wikipedia.org/wiki/Paula_Diehr
Sidney Drell,James Bjorken,https://en.wikipedia.org/wiki/James_Bjorken
Sidney Drell,Steven Frautschi,https://en.wikipedia.org/wiki/Steven_Frautschi
Sidney Drell,Roscoe Giles,https://en.wikipedia.org/wiki/Roscoe_Giles
Sidney Drell,Robert Jaffe,https://en.wikipedia.org/wiki/Robert_Jaffe
Sidney Drell,Heinz Pagels,https://en.wikipedia.org/wiki/Heinz_Pagels
Sidney Drell,Joel Primack,https://en.wikipedia.org/wiki/Joel_Primack
Richard D. Field,Stephen Wolfram,https://en.wikipedia.org/wiki/Stephen_Wolfram
Marlan Scully,Julio Gea-Banacloche,https://en.wikipedia.org/wiki/Julio_Gea-Banacloche
Marlan Scully,Patrick A. Lee,https://en.wikipedia.org/wiki/Patrick_A._Lee
Marlan Scully,Mikhail Lukin,https://en.wikipedia.org/wiki/Mikhail_Lukin
Marlan Scully,Wolfgang P. Schleich,https://en.wikipedia.org/wiki/Wolfgang_P._Schleich
Marlan Scully,Eric Van Stryland,https://en.wikipedia.org/wiki/Eric_Van_Stryland
Dorian M. Goldfeld,M. Ram Murty,https://en.wikipedia.org/wiki/M._Ram_Murty
Stephen Fienberg,Edoardo Airoldi,https://en.wikipedia.org/wiki/Edoardo_Airoldi
Stephen Fienberg,Jana Asher,https://en.wikipedia.org/wiki/Jana_Asher
Stephen Fienberg,Elena Erosheva,https://en.wikipedia.org/wiki/Elena_Erosheva
Stephen Fienberg,Justin Gross,https://en.wikipedia.org/wiki/Justin_Gross
Stephen Fienberg,Aleksandra Slavković,https://en.wikipedia.org/wiki/Aleksandra_Slavkovi%C4%87
Stephen Fienberg,Maria Cuellar,https://en.wikipedia.org/w/index.php?title=Maria_Cuellar&action=edit&redlink=1
Stephen Fienberg,David Blei,https://en.wikipedia.org/wiki/David_Blei
François Folie,Marcel Dehalu,https://en.wikipedia.org/w/index.php?title=Marcel_Dehalu&action=edit&redlink=1
François Folie,Constantin Le Paige,https://en.wikipedia.org/wiki/Constantin_Le_Paige
René Maurice Fréchet,Nachman Aronszajn,https://en.wikipedia.org/wiki/Nachman_Aronszajn
René Maurice Fréchet,Robert Fortet,https://en.wikipedia.org/wiki/Robert_Fortet
René Maurice Fréchet,Đuro Kurepa,https://en.wikipedia.org/wiki/%C4%90uro_Kurepa
René Maurice Fréchet,Ky Fan,https://en.wikipedia.org/wiki/Ky_Fan
René Maurice Fréchet,Antonio Monteiro,https://en.wikipedia.org/wiki/Antonio_Monteiro_(mathematician)
Mikhail Lavrentyev,Mstislav Keldysh,https://en.wikipedia.org/wiki/Mstislav_Keldysh
Mikhail Lavrentyev,Aleksei Markushevich,https://en.wikipedia.org/wiki/Aleksei_Ivanovich_Markushevich
Arthur Byron Coble,Josephine Chanler,https://en.wikipedia.org/wiki/Josephine_Chanler
Arthur Byron Coble,Frances Harshbarger,https://en.wikipedia.org/wiki/Frances_Harshbarger
Arthur Byron Coble,Jessie Marie Jacobs,https://en.wikipedia.org/wiki/Jessie_Marie_Jacobs
Arthur Byron Coble,J. R. Musselman,https://en.wikipedia.org/wiki/John_Rogers_Musselman
C. V. Raman,G. N. Ramachandran,https://en.wikipedia.org/wiki/G._N._Ramachandran
C. V. Raman,Vikram Ambalal Sarabhai,https://en.wikipedia.org/wiki/Vikram_Ambalal_Sarabhai
C. V. Raman,Shivaramakrishnan Pancharatnam,https://en.wikipedia.org/wiki/Shivaramakrishnan_Pancharatnam
C. V. Raman,Kariamanickam Srinivasa Krishnan,https://en.wikipedia.org/wiki/Kariamanickam_Srinivasa_Krishnan
C. V. Raman,K. R. Ramanathan,https://en.wikipedia.org/wiki/K._R._Ramanathan
Philip W. Anderson,Duncan Haldane,https://en.wikipedia.org/wiki/Duncan_Haldane
Philip W. Anderson,Michael Cross,https://en.wikipedia.org/wiki/Michael_Cross
Philip W. Anderson,Piers Coleman,https://en.wikipedia.org/wiki/Piers_Coleman
Philip W. Anderson,Gabriel Kotliar,https://en.wikipedia.org/wiki/Gabriel_Kotliar
John David Jackson (physicist),Gordon L. Kane,https://en.wikipedia.org/wiki/Gordon_L._Kane
John David Jackson (physicist),Chris Quigg,https://en.wikipedia.org/wiki/Chris_Quigg
Felix Berezin,Anatoly Stepin,https://en.wikipedia.org/wiki/Anatoly_Stepin
Cyril Norman Hinshelwood,Sydney Brenner,https://en.wikipedia.org/wiki/Sydney_Brenner
Cyril Norman Hinshelwood,Alan Eddy,https://en.wikipedia.org/wiki/Alan_Eddy
Cyril Norman Hinshelwood,Keith J. Laidler,https://en.wikipedia.org/wiki/Keith_J._Laidler
Dudley R. Herschbach,Richard N. Zare,https://en.wikipedia.org/wiki/Richard_N._Zare
Dudley R. Herschbach,Seong Keun Kim,https://en.wikipedia.org/w/index.php?title=Seong_Keun_Kim&action=edit&redlink=1
Donald Edward Osterbrock,Robert E. Williams,https://en.wikipedia.org/wiki/Robert_Williams_(astronomer)
Bryce DeWitt,Donald Marolf,https://en.wikipedia.org/wiki/Donald_Marolf
Bryce DeWitt,Larry Smarr,https://en.wikipedia.org/wiki/Larry_Smarr
Alfred North Whitehead,Raphael Demos,https://en.wikipedia.org/wiki/Raphael_Demos
Alfred North Whitehead,Charles Hartshorne,https://en.wikipedia.org/wiki/Charles_Hartshorne
Alfred North Whitehead,Susanne Langer,https://en.wikipedia.org/wiki/Susanne_Langer
Alfred North Whitehead,W. V. O. Quine,https://en.wikipedia.org/wiki/W._V._O._Quine
Alfred North Whitehead,Bertrand Russell,https://en.wikipedia.org/wiki/Bertrand_Russell
Alfred North Whitehead,Gregory Vlastos,https://en.wikipedia.org/wiki/Gregory_Vlastos
Alfred North Whitehead,Paul Weiss,https://en.wikipedia.org/wiki/Paul_Weiss_(philosopher)
Stanisław Zaremba (mathematician),Stanisław Gołąb,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Go%C5%82%C4%85b
Stanisław Zaremba (mathematician),Wacław Sierpiński,https://en.wikipedia.org/wiki/Wac%C5%82aw_Sierpi%C5%84ski
Stanisław Zaremba (mathematician),Włodzimierz Stożek,https://en.wikipedia.org/wiki/W%C5%82odzimierz_Sto%C5%BCek
Stanisław Zaremba (mathematician),Tadeusz Ważewski,https://en.wikipedia.org/wiki/Tadeusz_Wa%C5%BCewski
Ralph Fox,Alan J. Goldman,https://en.wikipedia.org/wiki/Alan_J._Goldman
Ralph Fox,Francisco Javier González-Acuña,https://en.wikipedia.org/wiki/Francisco_Javier_Gonz%C3%A1lez-Acu%C3%B1a
Ralph Fox,Harold W. Kuhn,https://en.wikipedia.org/wiki/Harold_W._Kuhn
Ralph Fox,Samuel J. Lomonaco Jr.,https://en.wikipedia.org/wiki/Samuel_J._Lomonaco_Jr.
Ralph Fox,Barry Mazur,https://en.wikipedia.org/wiki/Barry_Mazur
Ralph Fox,John Milnor,https://en.wikipedia.org/wiki/John_Milnor
Ralph Fox,John R. Stallings,https://en.wikipedia.org/wiki/John_R._Stallings
Allen Shields,Theodore Kaczynski,https://en.wikipedia.org/wiki/Theodore_Kaczynski
Allen Shields,Joel Shapiro,https://en.wikipedia.org/wiki/Joel_Shapiro_(mathematician)
Allen Shields,Russell Lyons,https://en.wikipedia.org/wiki/Russell_Lyons
Roland Bénabou,Eduardo Engel,https://en.wikipedia.org/wiki/Eduardo_Engel
Roland Bénabou,David Laibson,https://en.wikipedia.org/wiki/David_Laibson
Henri Cartan,Jean-Paul Benzécri,https://en.wikipedia.org/wiki/Jean-Paul_Benz%C3%A9cri
Henri Cartan,Pierre Cartier,https://en.wikipedia.org/wiki/Pierre_Cartier_(mathematician)
Henri Cartan,Jean Cerf,https://en.wikipedia.org/wiki/Jean_Cerf
Henri Cartan,Jacques Deny,https://en.wikipedia.org/wiki/Jacques_Deny
Henri Cartan,Adrien Douady,https://en.wikipedia.org/wiki/Adrien_Douady
Henri Cartan,Pierre Dolbeault,https://en.wikipedia.org/wiki/Pierre_Dolbeault
Henri Cartan,Roger Godement,https://en.wikipedia.org/wiki/Roger_Godement
Henri Cartan,Max Karoubi,https://en.wikipedia.org/wiki/Max_Karoubi
Henri Cartan,Jean-Louis Koszul,https://en.wikipedia.org/wiki/Jean-Louis_Koszul
Henri Cartan,Jean-Pierre Ramis,https://en.wikipedia.org/wiki/Jean-Pierre_Ramis
Henri Cartan,Jean-Pierre Serre,https://en.wikipedia.org/wiki/Jean-Pierre_Serre
Henri Cartan,René Thom,https://en.wikipedia.org/wiki/Ren%C3%A9_Thom
Michael Foster (physiologist),John Newport Langley,https://en.wikipedia.org/wiki/John_Newport_Langley
Michael Foster (physiologist),Charles Scott Sherrington,https://en.wikipedia.org/wiki/Charles_Scott_Sherrington
Joseph Keller,Herbert Bishop Keller,https://en.wikipedia.org/wiki/Herbert_Bishop_Keller
Joseph Keller,George C. Papanicolaou,https://en.wikipedia.org/wiki/George_C._Papanicolaou
Joseph Keller,Bernard J. Matkowsky,https://en.wikipedia.org/wiki/Bernard_J._Matkowsky
Joseph Keller,L. Mahadevan,https://en.wikipedia.org/wiki/L._Mahadevan
David George Kendall,Nicholas Bingham,https://en.wikipedia.org/wiki/Nicholas_Bingham
David George Kendall,Rollo Davidson,https://en.wikipedia.org/wiki/Rollo_Davidson
David George Kendall,John Kingman,https://en.wikipedia.org/wiki/John_Kingman
David George Kendall,Robin Sibson,https://en.wikipedia.org/wiki/Robin_Sibson
David George Kendall,Bernard Silverman,https://en.wikipedia.org/wiki/Bernard_Silverman
David George Kendall,Richard Tweedie,https://en.wikipedia.org/wiki/Richard_Tweedie
David George Kendall,David Vere-Jones,https://en.wikipedia.org/wiki/David_Vere-Jones
David George Kendall,David Williams,https://en.wikipedia.org/wiki/David_Williams_(mathematician)
David George Kendall,Adrian Baddeley,https://en.wikipedia.org/wiki/Adrian_Baddeley
Walter H. Schottky,Werner Hartmann,https://en.wikipedia.org/wiki/Werner_Hartmann_(physicist)
Adolf Eugen Fick,Johann Jakob Müller,https://en.wikipedia.org/wiki/Johann_Jakob_M%C3%BCller
Nina Bari,Pyotr Ulyanov,https://en.wikipedia.org/wiki/Pyotr_Lavrentyevich_Ulyanov
Georges Darmois,Daniel Dugué,https://en.wikipedia.org/wiki/Daniel_Dugu%C3%A9
Georges Darmois,André Lichnerowicz,https://en.wikipedia.org/wiki/Andr%C3%A9_Lichnerowicz
Georges Darmois,Marcel-Paul Schützenberger,https://en.wikipedia.org/wiki/Marcel-Paul_Sch%C3%BCtzenberger
Nikolai Lobachevsky,Nikolai Brashman,https://en.wikipedia.org/wiki/Nikolai_Brashman
Shafi Goldwasser,Elette Boyle,https://en.wikipedia.org/wiki/Elette_Boyle
Shafi Goldwasser,Johan Håstad,https://en.wikipedia.org/wiki/Johan_H%C3%A5stad
Shafi Goldwasser,Yael Tauman Kalai,https://en.wikipedia.org/wiki/Yael_Tauman_Kalai
Shafi Goldwasser,Tal Malkin,https://en.wikipedia.org/wiki/Tal_Malkin
Shafi Goldwasser,Amit Sahai,https://en.wikipedia.org/wiki/Amit_Sahai
Shafi Goldwasser,Salil Vadhan,https://en.wikipedia.org/wiki/Salil_Vadhan
Shafi Goldwasser,Vinod Vaikuntanathan,https://en.wikipedia.org/wiki/Vinod_Vaikuntanathan
Lee Alvin DuBridge,LeRoy Apker,https://en.wikipedia.org/wiki/LeRoy_Apker
Lee Alvin DuBridge,Robert H. Dicke,https://en.wikipedia.org/wiki/Robert_H._Dicke
Lee Alvin DuBridge,Albert G. Hill,https://en.wikipedia.org/wiki/Albert_G._Hill
Henry G. Booker,William E. Gordon,https://en.wikipedia.org/wiki/William_E._Gordon
Bernhard Neumann,Gilbert Baumslag,https://en.wikipedia.org/wiki/Gilbert_Baumslag
Bernhard Neumann,John Britton,https://en.wikipedia.org/wiki/John_Britton_(mathematician)
Bernhard Neumann,James Wiegold,https://en.wikipedia.org/wiki/James_Wiegold
Hyman Minsky,Mauro Gallegati,https://en.wikipedia.org/wiki/Mauro_Gallegati
Hyman Minsky,L. Randall Wray,https://en.wikipedia.org/wiki/L._Randall_Wray
Leonard Lerman,Sidney Altman,https://en.wikipedia.org/wiki/Sidney_Altman
Benjamin Kagan,Viktor Wagner,https://en.wikipedia.org/wiki/Viktor_Wagner
Benjamin Kagan,Isaak Yaglom,https://en.wikipedia.org/wiki/Isaak_Yaglom
