Nome,Ano_Nasc,Pais,Campo_Principal,link
Philipp Schwartz,1894.0,Hungary,Pathology,https://en.wikipedia.org/wiki/Philipp_Schwartz
David Gries,1939.0,United States,Computer science,https://en.wikipedia.org/wiki/David_Gries
Vladimir Abramovich Rokhlin,1919.0,Azerbaijan,Mathematics,https://en.wikipedia.org/wiki/Vladimir_Abramovich_Rokhlin
Edward Marczewski,1907.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Edward_Marczewski
Roddam Narasimha,1933.0,Born(1933-07-20)20 July 1933,Fluid dynamics,https://en.wikipedia.org/wiki/Roddam_Narasimha
Wilhelm Dilthey,1833.0,German Confederation,Fluid dynamics,https://en.wikipedia.org/wiki/Wilhelm_Dilthey
Jennifer Dionne,1833.0,German Confederation,"Physics, Materials Science, Radiology",https://en.wikipedia.org/wiki/Jennifer_Dionne
Dan Snaith,1978.0,Born (1978-03-29) 29 March 1978 (age 45),"Physics, Materials Science, Radiology",https://en.wikipedia.org/wiki/Daniel_Snaith
Ross J. Anderson,1956.0,BornRoss John Anderson (1956-09-15) 15 September 1956 (age 67)[4],Computer science,https://en.wikipedia.org/wiki/Ross_J._Anderson
Dibyendu Nandi,,India,Physics,https://en.wikipedia.org/wiki/Dibyendu_Nandi
Philip W. Anderson,1923.0,U.S.,Physics,https://en.wikipedia.org/wiki/Philip_Warren_Anderson
Richard Thaler,1945.0,U.S.,Behavioral economics,https://en.wikipedia.org/wiki/Richard_Thaler
Michael Minovitch,1945.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Michael_Minovitch
Frans Oort,1935.0,Netherlands,Mathematics,https://en.wikipedia.org/wiki/Frans_Oort
Partha Dasgupta,1942.0,British India,Mathematics,https://en.wikipedia.org/wiki/Partha_Dasgupta
Drew Fudenberg,1957.0,US,Mathematics,https://en.wikipedia.org/wiki/Drew_Fudenberg
Tadashi Nagano,1930.0,Taiwan,Differential geometry,https://en.wikipedia.org/wiki/Tadashi_Nagano
Sung-Yoon Lee,,South Korea[6],Differential geometry,https://en.wikipedia.org/wiki/Sung-Yoon_Lee
Gennadii Rubinstein,1923.0,Born26 April 1923Odessa,Mathematics,https://en.wikipedia.org/wiki/Gennadii_Rubinstein
Anna C. Gilbert,1972.0,Born1972 (age 50–51),Mathematics,https://en.wikipedia.org/wiki/Anna_Gilbert_(mathematician)
Paul Rabinowitz,1939.0,Born1939 (age 83–84),Mathematics,https://en.wikipedia.org/wiki/Paul_Rabinowitz
Denis Auroux,1977.0,France,Mathematics,https://en.wikipedia.org/wiki/Denis_Auroux
Andrew Metrick,1977.0,France,Mathematics,https://en.wikipedia.org/wiki/Andrew_Metrick
Tim Finin,1949.0,1949 (age 74),Mathematics,https://en.wikipedia.org/wiki/Tim_Finin
Yoshito Kishi,1937.0,Japan,Organic chemistry,https://en.wikipedia.org/wiki/Yoshito_Kishi
Gian-Carlo Rota,1932.0,Italy,Combinatorics,https://en.wikipedia.org/wiki/Gian-Carlo_Rota
David Eppstein,1963.0,England,Computational geometry,https://en.wikipedia.org/wiki/David_Eppstein
Yakov Eliashberg,1946.0,USSR,Mathematics,https://en.wikipedia.org/wiki/Yakov_Eliashberg
Judith Kimble,,BornJudith Elisabeth Kimble,Caenorhabditis elegans,https://en.wikipedia.org/wiki/Judith_Kimble
Ramesh Sitaraman,,BornJudith Elisabeth Kimble,Computer science,https://en.wikipedia.org/wiki/Ramesh_Sitaraman
Richard P. Stanley,1944.0,New York,Mathematics,https://en.wikipedia.org/wiki/Richard_P._Stanley
Ronald Fedkiw,1968.0,US,Computer graphics,https://en.wikipedia.org/wiki/Ron_Fedkiw
Eric Xing,,China,Computer Science,https://en.wikipedia.org/wiki/Eric_Xing
Philippe Aghion,1956.0,France,Computer Science,https://en.wikipedia.org/wiki/Philippe_Aghion
David R. Liu,1973.0,California,Computer Science,https://en.wikipedia.org/wiki/David_R._Liu
Bruno Courcelle,1973.0,California,Graph theory,https://en.wikipedia.org/wiki/Bruno_Courcelle
Ashutosh Saxena,1973.0,California,Artificial intelligence,https://en.wikipedia.org/wiki/Ashutosh_Saxena
Andrea Moro,1962.0,Born (1962-07-24) 24 July 1962 (age 61),linguistics,https://en.wikipedia.org/wiki/Andrea_Moro
Richard Smalley,1943.0,U.S.,linguistics,https://en.wikipedia.org/wiki/Richard_Smalley
Curtis T. McMullen,1958.0,US,Mathematics,https://en.wikipedia.org/wiki/Curtis_T._McMullen
Bruce E. Bursten,1954.0,Illinois,Mathematics,https://en.wikipedia.org/wiki/Bruce_E._Bursten
Elias James Corey,1928.0,U.S.,Organic chemistry,https://en.wikipedia.org/wiki/E.J._Corey
Detlef Gromoll,1938.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Detlef_Gromoll
Pietro Balestra (economist),1935.0,1935,Mathematics,https://en.wikipedia.org/wiki/Pietro_Balestra_(economist)
Timnit Gebru,1983.0,Ethiopia[1][2],Computer science,https://en.wikipedia.org/wiki/Timnit_Gebru
Gregory Winter,1951.0,England,Biochemistry,https://en.wikipedia.org/wiki/Greg_Winter
Rama Govindarajan,1951.0,England,Fluid Dynamics,https://en.wikipedia.org/wiki/Rama_Govindarajan
Jitendra Malik,1960.0,India,Computer Science,https://en.wikipedia.org/wiki/Jitendra_Malik
Tushar Kanti Chakraborty,1957.0,India,Organic chemistry,https://en.wikipedia.org/wiki/Tushar_Kanti_Chakraborty
Alain Connes,1947.0,France,Particle physics,https://en.wikipedia.org/wiki/Alain_Connes
Mark D. McDonnell,1975.0,Australia,Electronic Engineer,https://en.wikipedia.org/wiki/Mark_D._McDonnell
"Sir John Conroy, 3rd Baronet",1845.0,England,Physical chemistry,https://en.wikipedia.org/wiki/John_Conroy_(chemist)
Henry C. Taylor,1814.0,Born1814,Physical chemistry,https://en.wikipedia.org/wiki/Henry_C._Taylor
Clifford Lynch,1814.0,Born1814,Physical chemistry,https://en.wikipedia.org/wiki/Clifford_A._Lynch
Richard H. Holm,1933.0,U.S.,Inorganic Chemistry,https://en.wikipedia.org/wiki/Richard_H._Holm
Frank E. Marble,1918.0,Ohio,Aerospace Engineering,https://en.wikipedia.org/wiki/Frank_E._Marble
Claire Voisin,1962.0,Île-de-France,Mathematics,https://en.wikipedia.org/wiki/Claire_Voisin
Jacob Marschak,1898.0,Russian Empire,Economics,https://en.wikipedia.org/wiki/Jacob_Marschak
James J. Gibson,1904.0,U.S.,Experimental psychology,https://en.wikipedia.org/wiki/James_J._Gibson
Leonid Kantorovich,1912.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Leonid_V._Kantorovich
Serena DeBeer,1973.0,Born1973 (1973),Chemistry,https://en.wikipedia.org/wiki/Serena_DeBeer
George Rosenkranz,1916.0,Hungary,Chemistry,https://en.wikipedia.org/wiki/George_Rosenkranz
Richard Zare,1939.0,United States[5],Chemist,https://en.wikipedia.org/wiki/Richard_N._Zare
Yacine Aït-Sahalia,1966.0,Born1966 (age 56–57),Chemist,https://en.wikipedia.org/wiki/Yacine_Ait-Sahalia
Ramesh Chandra Majumdar (physicist),1904.0,Bengal Presidency,Physics,https://en.wikipedia.org/wiki/Ramesh_Chandra_Majumdar_(physicist)
Neil Garg,1978.0,1978 (age 44),Chemistry,https://en.wikipedia.org/wiki/Neil_Garg
Stephen J. Benkovic,1938.0,U.S.,mechanistic enzymology,https://en.wikipedia.org/wiki/Stephen_J._Benkovic
Hong-Cai (Joe) Zhou,1964.0,Born1964 (age 58–59),Chemistry,https://en.wikipedia.org/wiki/Hong-Cai_(Joe)_Zhou
Elizabeth Blackburn,1948.0,Australia,Molecular biology,https://en.wikipedia.org/wiki/Elizabeth_Blackburn
Kathryn S. McKinley,1962.0,US,Computer Science,https://en.wikipedia.org/wiki/Kathryn_S._McKinley
Carlos Manuel Urzúa Macías,1955.0,Mexico,Computer Science,https://en.wikipedia.org/wiki/Carlos_Manuel_Urz%C3%BAa_Mac%C3%ADas
Barbara Ramsay Shaw,,New Jersey,Computer Science,https://en.wikipedia.org/wiki/Barbara_Ramsay_Shaw
Bas Edixhoven,1962.0,Netherlands,Mathematics,https://en.wikipedia.org/wiki/Bas_Edixhoven
Thomas Bruice,1925.0,1925,"Bioorganic chemistry, enzyme catalysis",https://en.wikipedia.org/wiki/Thomas_C._Bruice
William Karush,1917.0,IL,Mathematics,https://en.wikipedia.org/wiki/William_Karush
Cahit Arf,1910.0,Ottoman Empire,Mathematics,https://en.wikipedia.org/wiki/Cahit_Arf
Reinhard Selten,1930.0,Poland),Economics,https://en.wikipedia.org/wiki/Reinhard_Selten
Friedrich Christoph Schlosser,1776.0,Germany,Economics,https://en.wikipedia.org/wiki/Friedrich_Christoph_Schlosser
Stephen A. Fulling,1945.0,Indiana,Mathematics,https://en.wikipedia.org/wiki/Stephen_Fulling
Peter van Inwagen,1942.0,1942 (age 80),Mathematics,https://en.wikipedia.org/wiki/Peter_van_Inwagen
Carl Shapiro,1955.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Carl_Shapiro
Mahmood Bijankhan,1958.0,Iran,Mathematics,https://en.wikipedia.org/wiki/Mahmood_Bijankhan
James Meade,1907.0,1907Swanage,Mathematics,https://en.wikipedia.org/wiki/James_Meade
Dan Walls,1942.0,New Zealand,Theoretical physics,https://en.wikipedia.org/wiki/Daniel_Frank_Walls
Jacob Grimm,1785.0,Holy Roman Empire,Theoretical physics,https://en.wikipedia.org/wiki/Jacob_Grimm
Phil S. Baran,1977.0,NJ,Chemistry,https://en.wikipedia.org/wiki/Phil_Baran
David Hinkley,1944.0,England,Statistics,https://en.wikipedia.org/wiki/David_Hinkley
Mary E. Lovely,1956.0,1956 (age 67),Statistics,https://en.wikipedia.org/wiki/Mary_E._Lovely
Naveen Garg,1971.0,India,Approximation algorithms,https://en.wikipedia.org/wiki/Naveen_Garg
JoAnne Stubbe,1946.0,Illinois,Biochemistry,https://en.wikipedia.org/wiki/JoAnne_Stubbe
Bruce Elmegreen,1950.0,Wisconsin,Astrophysics,https://en.wikipedia.org/wiki/Bruce_Elmegreen
Leah Boustan,1950.0,Wisconsin,Economics,https://en.wikipedia.org/wiki/Leah_Boustan
Hendrik Lenstra,1949.0,Netherlands,Mathematics,https://en.wikipedia.org/wiki/Hendrik_Lenstra
Oscar Lanford,1940.0,US,Mathematical physics,https://en.wikipedia.org/wiki/Oscar_Lanford
Kees de Jager,1921.0,Netherlands,Astrophysics,https://en.wikipedia.org/wiki/Kees_de_Jager
Hans Zassenhaus,1912.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Hans_Zassenhaus
Edwin Joseph Cohn,1892.0,1892New York City,biochemistry,https://en.wikipedia.org/wiki/Edwin_Joseph_Cohn
Violet B. Haas,1926.0,U.S.,Control theory,https://en.wikipedia.org/wiki/Violet_B._Haas
Susan Montgomery,1943.0,Michigan,Mathematics,https://en.wikipedia.org/wiki/Susan_Montgomery
Markus Kuhn (computer scientist),1971.0,West Germany,Computer science,https://en.wikipedia.org/wiki/Markus_Kuhn_(computer_scientist)
John Hopcroft,1939.0,Washington,Computer science,https://en.wikipedia.org/wiki/John_Edward_Hopcroft
Stanley Corrsin,1920.0,Born(1920-04-03)3 April 1920,Fluid dynamics,https://en.wikipedia.org/wiki/Stanley_Corrsin
Lorraine Foster,1938.0,California,Fluid dynamics,https://en.wikipedia.org/wiki/Lorraine_Foster
Madan Lal Puri,1929.0,India (now Pakistan),Fluid dynamics,https://en.wikipedia.org/wiki/Madan_Lal_Puri
Albert Hibbs,1924.0,USA,Mathematics,https://en.wikipedia.org/wiki/Albert_Hibbs
Ali Javan,1926.0,Iran,Physicist,https://en.wikipedia.org/wiki/Ali_Javan
Ernst G. Straus,1922.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Ernst_G._Straus
Gerard 't Hooft,1946.0,Netherlands,Theoretical physics,https://en.wikipedia.org/wiki/Gerard_%27t_Hooft
Sun Binyong,1976.0,China,Mathematics,https://en.wikipedia.org/wiki/Sun_Binyong
Claud E. Cleeton,1907.0,Missouri US,Physicist,https://en.wikipedia.org/wiki/Claud_E._Cleeton
Russell Greiner,1907.0,Missouri US,Machine Learning,https://en.wikipedia.org/wiki/Russell_Greiner
Daihachiro Sato,1932.0,Japan,Mathematician,https://en.wikipedia.org/wiki/Daihachiro_Sato
Johann Carl Gehler,1732.0,Germany,Physics,https://en.wikipedia.org/wiki/Johann_Carl_Gehler
Matti Pietikäinen (academic),1732.0,Germany,Computer vision,https://en.wikipedia.org/wiki/Matti_Pietik%C3%A4inen_(academic)
Nilanjan Chatterjee,1972.0,India,Epidemiology,https://en.wikipedia.org/wiki/Nilanjan_Chatterjee
Adrian Ioviță,1954.0,Romania,Mathematics,https://en.wikipedia.org/wiki/Adrian_Iovi%C8%9B%C4%83
Christopher J. Hardy,,BornNew Jersey,Applied Physics,https://en.wikipedia.org/wiki/Christopher_J._Hardy
Robin Clark (chemist),1935.0,New Zealand,Inorganic chemistry,https://en.wikipedia.org/wiki/Robin_Clark_(chemist)
William A. Edelstein,1944.0,US,Physics,https://en.wikipedia.org/wiki/William_A._Edelstein
Mark Gertler (economist),1951.0,1951 (age 72),Physics,https://en.wikipedia.org/wiki/Mark_Gertler_(economist)
Sara Billey,1968.0,Oklahoma,Mathematics,https://en.wikipedia.org/wiki/Sara_Billey
Steven Murdoch,,BornSteven James Murdoch,Security,https://en.wikipedia.org/wiki/Steven_Murdoch
Hans W. Liepmann,1914.0,German Empire,Security,https://en.wikipedia.org/wiki/Hans_W._Liepmann
Jennifer Roizen,1914.0,German Empire,Security,https://en.wikipedia.org/wiki/Jennifer_Roizen
Richard Allan Ferrell,1926.0,California,Physics,https://en.wikipedia.org/wiki/Richard_Allan_Ferrell
Hans-Wilhelm Knobloch,1927.0,Germany,Physics,https://en.wikipedia.org/wiki/Hans-Wilhelm_Knobloch
Barbara Low (biochemist),1920.0,England,Biochemistry,https://en.wikipedia.org/wiki/Barbara_Low_(biochemist)
Lê Viết Quốc,1982.0,Vietnam,Machine learning,https://en.wikipedia.org/wiki/Quoc_Viet_Le
Clara Immerwahr,1870.0,Kingdom of Prussia,Chemistry,https://en.wikipedia.org/wiki/Clara_Immerwahr
Mikhail Kravchuk,1892.0,Volyn Governorate (present-day Ukraine),Mathematician,https://en.wikipedia.org/wiki/Mikhail_Kravchuk
John N. Mather,1942.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/John_N._Mather
Christian Gottlieb Ludwig,1709.0,Poland,Physics,https://en.wikipedia.org/wiki/Christian_Gottlieb_Ludwig
Jean A. Larson,1709.0,Poland,Physics,https://en.wikipedia.org/wiki/Jean_Ann_Larson
Nathan C. Gianneschi,1709.0,Poland,Chemistry,https://en.wikipedia.org/wiki/Nathan_C._Gianneschi
Ramin Takloo-Bighash,1709.0,Poland,Number Theory,https://en.wikipedia.org/wiki/Ramin_Takloo-Bighash
Friedrich Bergius,1884.0,Poland),Chemistry,https://en.wikipedia.org/wiki/Friedrich_Bergius
Peter G. Schultz,1956.0,Ohio,Chemistry,https://en.wikipedia.org/wiki/Peter_G._Schultz
M. Madan Babu,,BornMohan Madan Babu,Computational biology,https://en.wikipedia.org/wiki/M._Madan_Babu
Aldo Andreotti,1924.0,1924Firenze,Algebraic Geometry,https://en.wikipedia.org/wiki/Aldo_Andreotti
Katerina Kechris,1924.0,1924Firenze,Algebraic Geometry,https://en.wikipedia.org/wiki/Katerina_Kechris
Robert Lawson Vaught,1926.0,California,Mathematics,https://en.wikipedia.org/wiki/Robert_Lawson_Vaught
Ge Li,1926.0,California,Mathematics,https://en.wikipedia.org/wiki/Ge_Li
Alison Butler,1926.0,California,Mathematics,https://en.wikipedia.org/wiki/Alison_Butler
Frank Neese,1967.0,Germany,Theoretical Chemistry,https://en.wikipedia.org/wiki/Frank_Neese
Christopher T. Walsh,1944.0,U.S.,Biochemistry,https://en.wikipedia.org/wiki/Christopher_T._Walsh
Christopher Kelk Ingold,1893.0,United Kingdom,Chemistry,https://en.wikipedia.org/wiki/Christopher_Ingold
John W. Dower,1938.0,United States,Chemistry,https://en.wikipedia.org/wiki/John_W._Dower
Rajeev Motwani,1962.0,India,theoretical computer science,https://en.wikipedia.org/wiki/Rajeev_Motwani
T. V. Raman,1965.0,India[1],theoretical computer science,https://en.wikipedia.org/wiki/T._V._Raman
Birgit Speh,1949.0,Born1949 (1949),Mathematics,https://en.wikipedia.org/wiki/Birgit_Speh
Mary Hudson (scientist),1949.0,California,Mathematics,https://en.wikipedia.org/wiki/Mary_Hudson_(scientist)
Duilio Arigoni,1928.0,Switzerland,Chemistry,https://en.wikipedia.org/wiki/Duilio_Arigoni
Barry Simon,1946.0,Born16 April 1946 (1946-04-16) (age 77)New York City,Chemistry,https://en.wikipedia.org/wiki/Barry_Simon
Jeremy Kahn,1969.0,1969 (age 53),Mathematics,https://en.wikipedia.org/wiki/Jeremy_Kahn
Jeffrey Naughton,1969.0,1969 (age 53),Computer science,https://en.wikipedia.org/wiki/Jeffrey_Naughton
James P. Collman,1932.0,Nebraska,"Bioinorganic chemistry, organometallic chemistry",https://en.wikipedia.org/wiki/James_P._Collman
Karl Barry Sharpless,1941.0,U.S.,Chemistry,https://en.wikipedia.org/wiki/Karl_Barry_Sharpless
Georges Cuvier,1769.0,France),Natural history,https://en.wikipedia.org/wiki/Georges_Cuvier
István Gyöngy,1951.0,Hungary,Mathematics,https://en.wikipedia.org/wiki/Istv%C3%A1n_Gy%C3%B6ngy
Victoria Plaut,1974.0,Bornc. 1974 (age 48–49),Social psychology,https://en.wikipedia.org/wiki/Victoria_Plaut
Avi Wigderson,1956.0,Israel,Theoretical computer science,https://en.wikipedia.org/wiki/Avi_Wigderson
Robert Tarjan,1948.0,California,Computer science,https://en.wikipedia.org/wiki/Robert_E._Tarjan
Daniel S. Hamermesh,1943.0,1943 (age 79),Computer science,https://en.wikipedia.org/wiki/Daniel_S._Hamermesh
Jacques Dubois,1478.0,Born1478Loeuilly,Anatomy,https://en.wikipedia.org/wiki/Jacques_Dubois
Philip J. Hanlon,1955.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Philip_J._Hanlon
Mikhail Katz,1958.0,Moldavian SSR,Mathematics,https://en.wikipedia.org/wiki/Mikhail_Katz
Harold Max Rosenberg,1922.0,UK,Physicist,https://en.wikipedia.org/wiki/Harold_Max_Rosenberg
Bruce R. Davis,1939.0,Australia,Electronic engineer,https://en.wikipedia.org/wiki/Bruce_R._Davis
Walter Whiteley,1939.0,Australia,Electronic engineer,https://en.wikipedia.org/wiki/Walter_Whiteley
Gustav Rose,1798.0,Kingdom of Prussia,Mineralogy,https://en.wikipedia.org/wiki/Gustav_Rose
Richmond Sarpong,1974.0,Ghana,Organic Chemistry,https://en.wikipedia.org/wiki/Richmond_Sarpong
Heinrich Wilhelm Dove,1803.0,Kingdom of Prussia,Organic Chemistry,https://en.wikipedia.org/wiki/Heinrich_Wilhelm_Dove
Robert M. Haig,1803.0,Kingdom of Prussia,Organic Chemistry,https://en.wikipedia.org/wiki/Robert_Murray_Haig
Dmitrii Menshov,1892.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Dmitrii_Menshov
Frank Westheimer,1912.0,United States[1],Physical organic chemistry,https://en.wikipedia.org/wiki/Frank_Westheimer
Klaus Schmidt (mathematician),1943.0,Born25 September 1943 (1943-09-25) (age 79)Vienna,Mathematics,https://en.wikipedia.org/wiki/Klaus_Schmidt_(mathematician)
Felice Casorati (mathematician),1835.0,Lombardy–Venetia,Mathematician,https://en.wikipedia.org/wiki/Felice_Casorati_(mathematician)
Marc Lipsitch,1969.0,Born1969 (age 53–54),Epidemiology,https://en.wikipedia.org/wiki/Marc_Lipsitch
Hosea Nelson,,BornSan Francisco,Chemistry,https://en.wikipedia.org/wiki/Hosea_Nelson
Karl Wieghardt,1942.0,1942 (age 81),Inorganic Chemistry,https://en.wikipedia.org/wiki/Karl_Wieghardt
Fritz Albert Lipmann,1899.0,Russia),Biochemistry,https://en.wikipedia.org/wiki/Fritz_Albert_Lipmann
Lixia Zhang,,BornChina,Computer networks,https://en.wikipedia.org/wiki/Lixia_Zhang
Zvi Griliches,1930.0,Lithuania,Computer networks,https://en.wikipedia.org/wiki/Zvi_Griliches
David Vogan,1954.0,Pennsylvania,Mathematics,https://en.wikipedia.org/wiki/David_Vogan
Glenn Ellison,1965.0,Born1965 (age 57–58),Mathematics,https://en.wikipedia.org/wiki/Glenn_Ellison
Adriaan van den Spiegel,1578.0,Born1578Brussels,Anatomy,https://en.wikipedia.org/wiki/Adriaan_van_den_Spiegel
Alice Y. Ting,,BornTaiwan,Anatomy,https://en.wikipedia.org/wiki/Alice_Y._Ting
Glenn Stevens,1958.0,New South Wales,Anatomy,https://en.wikipedia.org/wiki/Glenn_Stevens
Frank Hampel,1941.0,Germany,Statistics,https://en.wikipedia.org/wiki/Frank_Hampel
Ran Raz,1941.0,Germany,Computer science,https://en.wikipedia.org/wiki/Ran_Raz
Michiel Hazewinkel,1943.0,Born (1943-06-22) 22 June 1943 (age 80)Amsterdam,Mathematics,https://en.wikipedia.org/wiki/Michiel_Hazewinkel
Dianne P. O'Leary,1951.0,Illinois,Applied mathematics,https://en.wikipedia.org/wiki/Dianne_P._O%27Leary
Theodore von Kármán,1881.0,Austria-Hungary,Aerospace Engineering,https://en.wikipedia.org/wiki/Theodore_von_K%C3%A1rm%C3%A1n
Govindasamy Mugesh,1970.0,India,Chemical biology,https://en.wikipedia.org/wiki/Govindasamy_Mugesh
Christopher A. Sims,1942.0,D.C.,Chemical biology,https://en.wikipedia.org/wiki/Christopher_A._Sims
Michael Schroeder,1945.0,Washington,Chemical biology,https://en.wikipedia.org/wiki/Michael_Schroeder
Bin Yu,1945.0,Washington,Statistics,https://en.wikipedia.org/wiki/Bin_Yu
Kim Kimoon,1954.0,South Korea,Chemistry,https://en.wikipedia.org/wiki/Kim_Kimoon
John Reynolds (physicist),1923.0,United States,Geophysics,https://en.wikipedia.org/wiki/John_Reynolds_(physicist)
Colin Lingwood Mallows,1930.0,UK,Statistics,https://en.wikipedia.org/wiki/Colin_Mallows
Qian Xuesen,1911.0,China),Aerospace engineering,https://en.wikipedia.org/wiki/Qian_Xuesen
Mark W. Grinstaff,1965.0,1965 (age 58)Texas,Translational research,https://en.wikipedia.org/wiki/Mark_W._Grinstaff
Harrison G. Gough,1921.0,US,Psychology,https://en.wikipedia.org/wiki/Harrison_G._Gough
Robert Watson (computer scientist),1977.0,England,Computer security,https://en.wikipedia.org/wiki/Robert_Watson_(computer_scientist)
